Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour
1006,Airport,125,Trip Completed,11/07/2016 19:08,11/07/2016 19:40,19
1995,City,125,Trip Completed,12/07/2016 12:51,12/07/2016 14:01,12
2248,City,125,Trip Completed,12/07/2016 18:23,12/07/2016 19:01,18
2540,Airport,125,Trip Completed,12/07/2016 21:15,12/07/2016 22:01,21
3037,Airport,125,Trip Completed,13/07/2016 07:33,13/07/2016 08:27,7
3419,Airport,125,Trip Completed,13/07/2016 15:42,13/07/2016 16:10,15
3987,City,125,Trip Completed,13/07/2016 23:18,13/07/2016 23:57,23
4458,City,125,Trip Completed,14/07/2016 08:38,14/07/2016 09:44,8
4987,Airport,125,Trip Completed,14/07/2016 18:46,14/07/2016 19:52,18
5868,City,125,Trip Completed,15/07/2016 09:16,15/07/2016 10:34,9
6413,Airport,125,Trip Completed,15/07/2016 19:40,15/07/2016 20:18,19
6533,City,125,Trip Completed,15/07/2016 20:52,15/07/2016 21:25,20
90,Airport,126,Trip Completed,11/07/2016 04:53,11/07/2016 05:34,4
532,City,126,Trip Completed,11/07/2016 09:53,11/07/2016 11:11,9
1110,City,126,Trip Completed,11/07/2016 20:17,11/07/2016 21:30,20
1759,Airport,126,Trip Completed,12/07/2016 08:46,12/07/2016 09:56,8
2147,City,126,Trip Completed,12/07/2016 17:21,12/07/2016 18:27,17
3254,Airport,126,Trip Completed,13/07/2016 10:11,13/07/2016 11:06,10
3381,Airport,126,Trip Completed,13/07/2016 14:25,13/07/2016 15:15,14
3656,City,126,Trip Completed,13/07/2016 19:11,13/07/2016 20:32,19
3948,Airport,126,Trip Completed,13/07/2016 22:37,13/07/2016 23:13,22
4520,City,126,Trip Completed,14/07/2016 09:23,14/07/2016 10:19,9
4723,Airport,126,Trip Completed,14/07/2016 13:50,14/07/2016 14:36,13
5176,City,126,Trip Completed,14/07/2016 20:37,14/07/2016 21:38,20
6338,City,126,Trip Completed,15/07/2016 18:46,15/07/2016 19:52,18
6557,Airport,126,Trip Completed,15/07/2016 21:00,15/07/2016 21:40,21
504,City,127,Trip Completed,11/07/2016 09:40,11/07/2016 10:48,9
640,Airport,127,Trip Completed,11/07/2016 12:27,11/07/2016 13:39,12
1206,City,127,Trip Completed,11/07/2016 21:24,11/07/2016 22:14,21
1851,Airport,127,Trip Completed,12/07/2016 09:48,12/07/2016 10:58,9
2412,Airport,127,Trip Completed,12/07/2016 19:59,12/07/2016 20:58,19
3300,Airport,127,Trip Completed,13/07/2016 11:42,13/07/2016 12:50,11
3648,City,127,Trip Completed,13/07/2016 19:13,13/07/2016 19:58,19
6020,City,127,Trip Completed,15/07/2016 12:46,15/07/2016 13:25,12
6682,City,127,Trip Completed,15/07/2016 22:35,15/07/2016 23:03,22
878,City,128,Trip Completed,11/07/2016 18:09,11/07/2016 18:49,18
1014,Airport,128,Trip Completed,11/07/2016 19:14,11/07/2016 20:06,19
1628,Airport,128,Trip Completed,12/07/2016 07:05,12/07/2016 08:17,7
2416,City,128,Trip Completed,12/07/2016 20:06,12/07/2016 21:09,20
2974,Airport,128,Trip Completed,13/07/2016 06:46,13/07/2016 08:04,6
3273,Airport,128,Trip Completed,13/07/2016 10:38,13/07/2016 11:15,10
4210,City,128,Trip Completed,14/07/2016 05:38,14/07/2016 06:44,5
4454,City,128,Trip Completed,14/07/2016 08:32,14/07/2016 09:21,8
4732,Airport,128,Trip Completed,14/07/2016 14:13,14/07/2016 15:12,14
5024,City,128,Trip Completed,14/07/2016 19:09,14/07/2016 20:20,19
5799,Airport,128,Trip Completed,15/07/2016 08:41,15/07/2016 09:11,8
6676,Airport,128,Trip Completed,15/07/2016 22:25,15/07/2016 23:43,22
343,City,129,Trip Completed,11/07/2016 07:57,11/07/2016 08:55,7
1002,Airport,129,Trip Completed,11/07/2016 19:14,11/07/2016 20:01,19
1571,Airport,129,Trip Completed,12/07/2016 06:28,12/07/2016 07:41,6
1954,Airport,129,Trip Completed,12/07/2016 11:43,12/07/2016 12:08,11
3436,Airport,129,Trip Completed,13/07/2016 16:11,13/07/2016 17:07,16
5193,Airport,129,Trip Completed,14/07/2016 20:45,14/07/2016 21:30,20
5555,City,129,Trip Completed,15/07/2016 05:44,15/07/2016 06:28,5
5674,Airport,129,Trip Completed,15/07/2016 07:06,15/07/2016 07:47,7
6596,City,129,Trip Completed,15/07/2016 21:33,15/07/2016 22:22,21
123,City,130,Trip Completed,11/07/2016 05:12,11/07/2016 06:14,5
479,Airport,130,Trip Completed,11/07/2016 09:27,11/07/2016 10:44,9
657,City,130,Trip Completed,11/07/2016 12:55,11/07/2016 13:46,12
975,Airport,130,Trip Completed,11/07/2016 18:54,11/07/2016 20:05,18
1307,Airport,130,Trip Completed,11/07/2016 22:42,11/07/2016 23:07,22
1672,City,130,Trip Completed,12/07/2016 07:37,12/07/2016 08:13,7
1942,Airport,130,Trip Completed,12/07/2016 11:26,12/07/2016 12:27,11
3382,City,130,Trip Completed,13/07/2016 14:24,13/07/2016 15:19,14
4284,Airport,130,Trip Completed,14/07/2016 06:33,14/07/2016 07:10,6
6734,Airport,130,Trip Completed,15/07/2016 23:37,16/07/2016 00:25,23
281,City,131,Trip Completed,11/07/2016 07:01,11/07/2016 08:10,7
1902,City,131,Trip Completed,12/07/2016 10:34,12/07/2016 11:46,10
2691,Airport,131,Trip Completed,13/07/2016 00:44,13/07/2016 01:41,0
4430,City,131,Trip Completed,14/07/2016 08:21,14/07/2016 08:58,8
4779,City,131,Trip Completed,14/07/2016 16:31,14/07/2016 16:59,16
5097,City,131,Trip Completed,14/07/2016 19:52,14/07/2016 20:49,19
405,City,132,Trip Completed,11/07/2016 08:29,11/07/2016 09:35,8
585,City,132,Trip Completed,11/07/2016 11:16,11/07/2016 11:57,11
729,Airport,132,Trip Completed,11/07/2016 15:14,11/07/2016 15:50,15
1046,Airport,132,Trip Completed,11/07/2016 19:31,11/07/2016 20:12,19
1663,Airport,132,Trip Completed,12/07/2016 07:33,12/07/2016 08:21,7
4027,City,132,Trip Completed,13/07/2016 00:07,13/07/2016 01:25,0
2876,City,132,Trip Completed,13/07/2016 05:49,13/07/2016 06:27,5
3767,Airport,132,Trip Completed,13/07/2016 20:35,13/07/2016 21:09,20
5948,City,132,Trip Completed,15/07/2016 10:36,15/07/2016 11:36,10
6027,Airport,132,Trip Completed,15/07/2016 12:46,15/07/2016 13:36,12
701,City,133,Trip Completed,11/07/2016 14:01,11/07/2016 15:00,14
1529,City,133,Trip Completed,12/07/2016 05:56,12/07/2016 06:49,5
2060,Airport,133,Trip Completed,12/07/2016 15:04,12/07/2016 15:37,15
2262,City,133,Trip Completed,12/07/2016 18:30,12/07/2016 18:59,18
4425,City,133,Trip Completed,14/07/2016 08:24,14/07/2016 08:58,8
4710,City,133,Trip Completed,14/07/2016 13:26,14/07/2016 13:58,13
5732,Airport,133,Trip Completed,15/07/2016 07:47,15/07/2016 08:21,7
142,City,134,Trip Completed,11/07/2016 05:25,11/07/2016 06:19,5
430,City,134,Trip Completed,11/07/2016 08:49,11/07/2016 09:47,8
612,Airport,134,Trip Completed,11/07/2016 11:47,11/07/2016 12:37,11
927,Airport,134,Trip Completed,11/07/2016 18:22,11/07/2016 18:59,18
1010,City,134,Trip Completed,11/07/2016 19:14,11/07/2016 20:09,19
1845,Airport,134,Trip Completed,12/07/2016 09:41,12/07/2016 10:52,9
2234,Airport,134,Trip Completed,12/07/2016 18:19,12/07/2016 19:03,18
2633,Airport,134,Trip Completed,12/07/2016 22:18,12/07/2016 23:06,22
4012,Airport,134,Trip Completed,13/07/2016 23:54,14/07/2016 00:37,23
5039,City,134,Trip Completed,14/07/2016 19:20,14/07/2016 19:53,19
6760,Airport,134,Trip Completed,15/07/2016 00:03,15/07/2016 00:47,0
5681,City,134,Trip Completed,15/07/2016 07:17,15/07/2016 07:48,7
6253,Airport,134,Trip Completed,15/07/2016 18:01,15/07/2016 18:57,18
6558,Airport,134,Trip Completed,15/07/2016 21:05,15/07/2016 22:05,21
565,City,135,Trip Completed,11/07/2016 10:19,11/07/2016 11:26,10
599,Airport,135,Trip Completed,11/07/2016 11:38,11/07/2016 12:45,11
1772,Airport,135,Trip Completed,12/07/2016 08:54,12/07/2016 09:32,8
3357,Airport,135,Trip Completed,13/07/2016 13:27,13/07/2016 14:15,13
4408,City,135,Trip Completed,14/07/2016 08:02,14/07/2016 08:40,8
1363,Airport,136,Trip Completed,11/07/2016 00:00,11/07/2016 01:11,0
625,Airport,136,Trip Completed,11/07/2016 12:05,11/07/2016 13:15,12
1636,Airport,136,Trip Completed,12/07/2016 07:17,12/07/2016 07:47,7
2253,Airport,136,Trip Completed,12/07/2016 18:22,12/07/2016 19:31,18
3471,Airport,136,Trip Completed,13/07/2016 17:13,13/07/2016 18:22,17
4402,City,136,Trip Completed,14/07/2016 08:04,14/07/2016 09:10,8
458,Airport,137,Trip Completed,11/07/2016 09:12,11/07/2016 10:24,9
681,City,137,Trip Completed,11/07/2016 13:32,11/07/2016 14:18,13
1084,Airport,137,Trip Completed,11/07/2016 19:59,11/07/2016 20:33,19
1896,Airport,137,Trip Completed,12/07/2016 10:23,12/07/2016 11:25,10
3132,Airport,137,Trip Completed,13/07/2016 08:43,13/07/2016 09:54,8
3940,City,137,Trip Completed,13/07/2016 22:23,13/07/2016 23:09,22
4943,Airport,137,Trip Completed,14/07/2016 18:27,14/07/2016 19:22,18
5537,Airport,137,Trip Completed,15/07/2016 05:28,15/07/2016 05:55,5
6310,City,137,Trip Completed,15/07/2016 18:25,15/07/2016 19:01,18
6587,Airport,137,Trip Completed,15/07/2016 21:24,15/07/2016 22:03,21
6756,City,137,Trip Completed,15/07/2016 23:57,16/07/2016 00:51,23
97,City,138,Trip Completed,11/07/2016 05:01,11/07/2016 05:39,5
1266,Airport,138,Trip Completed,11/07/2016 22:00,11/07/2016 22:55,22
2118,Airport,138,Trip Completed,12/07/2016 16:41,12/07/2016 17:49,16
2906,Airport,138,Trip Completed,13/07/2016 06:09,13/07/2016 07:16,6
3432,Airport,138,Trip Completed,13/07/2016 16:07,13/07/2016 17:02,16
5921,City,138,Trip Completed,15/07/2016 10:04,15/07/2016 10:42,10
6192,Airport,138,Trip Completed,15/07/2016 17:12,15/07/2016 18:20,17
6705,Airport,138,Trip Completed,15/07/2016 22:57,16/07/2016 00:09,22
242,Airport,139,Trip Completed,11/07/2016 06:31,11/07/2016 07:21,6
1359,City,139,Trip Completed,11/07/2016 23:51,12/07/2016 00:50,23
1865,Airport,139,Trip Completed,12/07/2016 09:50,12/07/2016 10:58,9
2024,Airport,139,Trip Completed,12/07/2016 13:55,12/07/2016 14:32,13
2768,Airport,139,Trip Completed,13/07/2016 04:17,13/07/2016 04:45,4
3067,City,139,Trip Completed,13/07/2016 07:59,13/07/2016 09:01,7
3316,Airport,139,Trip Completed,13/07/2016 12:02,13/07/2016 13:02,12
4084,Airport,139,Trip Completed,14/07/2016 02:44,14/07/2016 03:44,2
4858,City,139,Trip Completed,14/07/2016 17:33,14/07/2016 18:12,17
5566,Airport,139,Trip Completed,15/07/2016 05:43,15/07/2016 06:59,5
6384,Airport,139,Trip Completed,15/07/2016 19:21,15/07/2016 20:26,19
2001,Airport,140,Trip Completed,12/07/2016 13:01,12/07/2016 14:00,13
3483,City,140,Trip Completed,13/07/2016 17:23,13/07/2016 18:36,17
3990,Airport,140,Trip Completed,13/07/2016 23:20,13/07/2016 23:50,23
4531,City,140,Trip Completed,14/07/2016 09:29,14/07/2016 10:30,9
5518,City,140,Trip Completed,15/07/2016 05:15,15/07/2016 06:16,5
5869,City,140,Trip Completed,15/07/2016 09:22,15/07/2016 10:11,9
60,City,141,Trip Completed,11/07/2016 03:57,11/07/2016 04:46,3
282,City,141,Trip Completed,11/07/2016 06:56,11/07/2016 08:11,6
1614,Airport,141,Trip Completed,12/07/2016 06:55,12/07/2016 07:30,6
2331,Airport,141,Trip Completed,12/07/2016 19:13,12/07/2016 20:28,19
2825,Airport,141,Trip Completed,13/07/2016 05:14,13/07/2016 05:51,5
3411,Airport,141,Trip Completed,13/07/2016 15:28,13/07/2016 16:36,15
4143,Airport,141,Trip Completed,14/07/2016 04:51,14/07/2016 05:40,4
4637,City,141,Trip Completed,14/07/2016 11:29,14/07/2016 12:16,11
4729,Airport,141,Trip Completed,14/07/2016 14:04,14/07/2016 15:11,14
5318,Airport,141,Trip Completed,14/07/2016 22:08,14/07/2016 22:58,22
6619,City,141,Trip Completed,15/07/2016 21:52,15/07/2016 22:46,21
444,Airport,142,Trip Completed,11/07/2016 09:09,11/07/2016 09:52,9
1260,Airport,142,Trip Completed,11/07/2016 21:59,11/07/2016 23:10,21
1976,Airport,142,Trip Completed,12/07/2016 12:18,12/07/2016 13:30,12
2096,Airport,142,Trip Completed,12/07/2016 16:01,12/07/2016 17:04,16
2732,City,142,Trip Completed,13/07/2016 02:33,13/07/2016 03:38,2
5383,City,142,Trip Completed,14/07/2016 00:03,14/07/2016 00:34,0
4156,City,142,Trip Completed,14/07/2016 05:07,14/07/2016 06:06,5
4761,City,142,Trip Completed,14/07/2016 15:31,14/07/2016 15:52,15
6446,Airport,142,Trip Completed,15/07/2016 20:02,15/07/2016 20:53,20
6610,City,142,Trip Completed,15/07/2016 21:49,15/07/2016 23:01,21
638,City,143,Trip Completed,11/07/2016 12:30,11/07/2016 13:14,12
1644,Airport,143,Trip Completed,12/07/2016 07:16,12/07/2016 07:58,7
2040,Airport,143,Trip Completed,12/07/2016 14:25,12/07/2016 14:57,14
2794,City,143,Trip Completed,13/07/2016 04:55,13/07/2016 06:01,4
3172,Airport,143,Trip Completed,13/07/2016 09:13,13/07/2016 10:24,9
6559,Airport,143,Trip Completed,15/07/2016 21:00,15/07/2016 21:58,21
243,City,144,Trip Completed,11/07/2016 06:34,11/07/2016 07:09,6
296,Airport,144,Trip Completed,11/07/2016 07:12,11/07/2016 07:54,7
677,City,144,Trip Completed,11/07/2016 13:26,11/07/2016 13:58,13
1360,City,144,Trip Completed,11/07/2016 23:54,12/07/2016 01:09,23
1916,Airport,144,Trip Completed,12/07/2016 10:43,12/07/2016 11:11,10
2397,City,144,Trip Completed,12/07/2016 19:45,12/07/2016 20:19,19
3624,Airport,144,Trip Completed,13/07/2016 18:52,13/07/2016 19:54,18
4799,City,144,Trip Completed,14/07/2016 16:56,14/07/2016 17:48,16
5241,City,144,Trip Completed,14/07/2016 21:13,14/07/2016 21:42,21
6380,Airport,144,Trip Completed,15/07/2016 19:19,15/07/2016 20:25,19
998,Airport,145,Trip Completed,11/07/2016 19:01,11/07/2016 19:48,19
1281,Airport,145,Trip Completed,11/07/2016 22:12,11/07/2016 22:51,22
2045,Airport,145,Trip Completed,12/07/2016 14:43,12/07/2016 15:06,14
2424,City,145,Trip Completed,12/07/2016 20:03,12/07/2016 21:04,20
3162,Airport,145,Trip Completed,13/07/2016 09:11,13/07/2016 09:38,9
3222,City,145,Trip Completed,13/07/2016 09:51,13/07/2016 10:54,9
4098,City,145,Trip Completed,14/07/2016 03:11,14/07/2016 03:59,3
4905,Airport,145,Trip Completed,14/07/2016 18:00,14/07/2016 18:41,18
5622,Airport,145,Trip Completed,15/07/2016 06:27,15/07/2016 07:38,6
318,City,146,Trip Completed,11/07/2016 07:28,11/07/2016 08:43,7
557,City,146,Trip Completed,11/07/2016 10:15,11/07/2016 11:10,10
2034,Airport,146,Trip Completed,12/07/2016 14:16,12/07/2016 15:20,14
2392,City,146,Trip Completed,12/07/2016 19:50,12/07/2016 21:04,19
4542,Airport,146,Trip Completed,14/07/2016 09:40,14/07/2016 10:08,9
5500,City,146,Trip Completed,15/07/2016 05:00,15/07/2016 06:04,5
6382,Airport,146,Trip Completed,15/07/2016 19:15,15/07/2016 20:28,19
6575,City,146,Trip Completed,15/07/2016 21:18,15/07/2016 21:58,21
1827,Airport,147,Trip Completed,12/07/2016 09:35,12/07/2016 10:24,9
2095,City,147,Trip Completed,12/07/2016 15:56,12/07/2016 16:43,15
3092,Airport,147,Trip Completed,13/07/2016 08:15,13/07/2016 08:50,8
4813,City,147,Trip Completed,14/07/2016 17:17,14/07/2016 18:18,17
5164,City,147,Trip Completed,14/07/2016 20:25,14/07/2016 20:54,20
6702,City,147,Trip Completed,15/07/2016 22:47,15/07/2016 23:27,22
429,City,148,Trip Completed,11/07/2016 08:54,11/07/2016 09:47,8
2681,Airport,148,Trip Completed,12/07/2016 00:10,12/07/2016 01:06,0
3160,City,148,Trip Completed,13/07/2016 09:11,13/07/2016 09:35,9
3400,City,148,Trip Completed,13/07/2016 15:04,13/07/2016 16:09,15
3889,Airport,148,Trip Completed,13/07/2016 21:53,13/07/2016 22:32,21
4151,City,148,Trip Completed,14/07/2016 04:58,14/07/2016 06:08,4
4738,Airport,148,Trip Completed,14/07/2016 14:44,14/07/2016 15:58,14
4963,Airport,148,Trip Completed,14/07/2016 18:35,14/07/2016 19:50,18
311,Airport,149,Trip Completed,11/07/2016 07:27,11/07/2016 08:08,7
928,City,149,Trip Completed,11/07/2016 18:29,11/07/2016 19:15,18
1468,City,149,Trip Completed,12/07/2016 05:09,12/07/2016 06:06,5
2677,City,149,Trip Completed,12/07/2016 23:54,13/07/2016 00:31,23
2916,City,149,Trip Completed,13/07/2016 06:12,13/07/2016 07:23,6
4663,City,149,Trip Completed,14/07/2016 12:16,14/07/2016 12:59,12
6741,City,149,Trip Completed,15/07/2016 23:42,16/07/2016 00:09,23
48,City,150,Trip Completed,11/07/2016 03:14,11/07/2016 04:19,3
838,City,150,Trip Completed,11/07/2016 17:43,11/07/2016 18:41,17
1657,Airport,150,Trip Completed,12/07/2016 07:29,12/07/2016 08:12,7
2032,Airport,150,Trip Completed,12/07/2016 14:14,12/07/2016 15:20,14
3507,City,150,Trip Completed,13/07/2016 17:38,13/07/2016 18:21,17
3780,City,150,Trip Completed,13/07/2016 20:45,13/07/2016 21:27,20
6180,City,150,Trip Completed,15/07/2016 17:02,15/07/2016 17:48,17
6615,City,150,Trip Completed,15/07/2016 21:46,15/07/2016 22:22,21
797,City,151,Trip Completed,11/07/2016 17:16,11/07/2016 18:12,17
1564,City,151,Trip Completed,12/07/2016 06:18,12/07/2016 07:14,6
2075,City,151,Trip Completed,12/07/2016 15:31,12/07/2016 16:47,15
2822,City,151,Trip Completed,13/07/2016 05:14,13/07/2016 05:50,5
3387,City,151,Trip Completed,13/07/2016 14:36,13/07/2016 15:22,14
4315,City,151,Trip Completed,14/07/2016 06:46,14/07/2016 07:33,6
5549,Airport,151,Trip Completed,15/07/2016 05:29,15/07/2016 06:15,5
6284,City,151,Trip Completed,15/07/2016 18:18,15/07/2016 19:10,18
6403,Airport,151,Trip Completed,15/07/2016 19:25,15/07/2016 20:15,19
6684,Airport,151,Trip Completed,15/07/2016 22:34,15/07/2016 23:27,22
451,City,152,Trip Completed,11/07/2016 09:10,11/07/2016 10:10,9
588,City,152,Trip Completed,11/07/2016 11:20,11/07/2016 11:53,11
671,Airport,152,Trip Completed,11/07/2016 13:16,11/07/2016 14:08,13
1369,Airport,152,Trip Completed,12/07/2016 00:15,12/07/2016 00:53,0
1688,City,152,Trip Completed,12/07/2016 07:51,12/07/2016 08:21,7
2861,City,152,Trip Completed,13/07/2016 05:38,13/07/2016 06:49,5
3354,City,152,Trip Completed,13/07/2016 13:25,13/07/2016 14:39,13
5141,Airport,152,Trip Completed,14/07/2016 20:15,14/07/2016 21:00,20
5460,Airport,152,Trip Completed,15/07/2016 04:06,15/07/2016 04:52,4
5904,City,152,Trip Completed,15/07/2016 10:00,15/07/2016 10:34,10
5973,Airport,152,Trip Completed,15/07/2016 11:10,15/07/2016 12:12,11
704,Airport,153,Trip Completed,11/07/2016 14:12,11/07/2016 15:06,14
785,City,153,Trip Completed,11/07/2016 16:49,11/07/2016 17:24,16
2631,Airport,153,Trip Completed,12/07/2016 22:18,12/07/2016 23:07,22
2911,Airport,153,Trip Completed,13/07/2016 06:09,13/07/2016 06:59,6
3360,Airport,153,Trip Completed,13/07/2016 13:37,13/07/2016 14:20,13
3667,Airport,153,Trip Completed,13/07/2016 19:23,13/07/2016 20:11,19
4624,Airport,153,Trip Completed,14/07/2016 11:05,14/07/2016 11:53,11
604,City,154,Trip Completed,11/07/2016 11:44,11/07/2016 12:49,11
1464,Airport,154,Trip Completed,12/07/2016 05:03,12/07/2016 06:03,5
1810,City,154,Trip Completed,12/07/2016 09:18,12/07/2016 09:54,9
2009,City,154,Trip Completed,12/07/2016 13:25,12/07/2016 14:33,13
2166,City,154,Trip Completed,12/07/2016 17:30,12/07/2016 18:35,17
5379,City,154,Trip Completed,14/07/2016 23:51,15/07/2016 01:04,23
1367,City,155,Trip Completed,11/07/2016 00:05,11/07/2016 01:06,0
447,City,155,Trip Completed,11/07/2016 09:07,11/07/2016 09:57,9
1682,City,155,Trip Completed,12/07/2016 07:47,12/07/2016 08:38,7
2043,Airport,155,Trip Completed,12/07/2016 14:30,12/07/2016 15:21,14
2796,Airport,155,Trip Completed,13/07/2016 04:49,13/07/2016 05:29,4
3945,City,155,Trip Completed,13/07/2016 22:33,13/07/2016 23:16,22
4196,City,155,Trip Completed,14/07/2016 05:29,14/07/2016 06:36,5
5174,City,155,Trip Completed,14/07/2016 20:29,14/07/2016 21:24,20
5480,City,155,Trip Completed,15/07/2016 04:51,15/07/2016 06:03,4
5883,Airport,155,Trip Completed,15/07/2016 09:39,15/07/2016 10:48,9
6013,Airport,155,Trip Completed,15/07/2016 12:26,15/07/2016 13:03,12
438,City,156,Trip Completed,11/07/2016 09:05,11/07/2016 10:14,9
636,City,156,Trip Completed,11/07/2016 12:25,11/07/2016 13:09,12
1938,Airport,156,Trip Completed,12/07/2016 11:21,12/07/2016 12:03,11
2129,Airport,156,Trip Completed,12/07/2016 17:06,12/07/2016 18:18,17
3337,Airport,156,Trip Completed,13/07/2016 12:42,13/07/2016 13:50,12
3472,City,156,Trip Completed,13/07/2016 17:16,13/07/2016 18:06,17
3991,City,156,Trip Completed,13/07/2016 23:24,14/07/2016 00:06,23
4221,Airport,156,Trip Completed,14/07/2016 05:46,14/07/2016 06:35,5
5719,Airport,156,Trip Completed,15/07/2016 07:45,15/07/2016 08:21,7
143,Airport,157,Trip Completed,11/07/2016 05:24,11/07/2016 06:01,5
784,City,157,Trip Completed,11/07/2016 16:50,11/07/2016 17:23,16
1020,Airport,157,Trip Completed,11/07/2016 19:17,11/07/2016 20:08,19
2934,City,157,Trip Completed,13/07/2016 06:28,13/07/2016 07:10,6
4073,City,157,Trip Completed,14/07/2016 02:10,14/07/2016 02:54,2
4751,City,157,Trip Completed,14/07/2016 15:18,14/07/2016 16:12,15
5275,City,157,Trip Completed,14/07/2016 21:38,14/07/2016 22:21,21
1262,Airport,158,Trip Completed,11/07/2016 22:00,11/07/2016 23:04,22
1600,City,158,Trip Completed,12/07/2016 06:39,12/07/2016 07:13,6
2016,City,158,Trip Completed,12/07/2016 13:34,12/07/2016 14:36,13
2370,Airport,158,Trip Completed,12/07/2016 19:37,12/07/2016 20:11,19
3192,Airport,158,Trip Completed,13/07/2016 09:32,13/07/2016 10:42,9
3367,Airport,158,Trip Completed,13/07/2016 13:51,13/07/2016 14:29,13
3952,City,158,Trip Completed,13/07/2016 22:45,13/07/2016 23:41,22
4517,Airport,158,Trip Completed,14/07/2016 09:22,14/07/2016 10:04,9
4944,City,158,Trip Completed,14/07/2016 18:33,14/07/2016 19:04,18
6037,Airport,158,Trip Completed,15/07/2016 13:03,15/07/2016 14:01,13
6385,Airport,158,Trip Completed,15/07/2016 19:19,15/07/2016 20:21,19
398,City,159,Trip Completed,11/07/2016 08:26,11/07/2016 09:32,8
2163,Airport,159,Trip Completed,12/07/2016 17:30,12/07/2016 18:07,17
3985,Airport,159,Trip Completed,13/07/2016 23:15,14/07/2016 00:33,23
4780,City,159,Trip Completed,14/07/2016 16:29,14/07/2016 16:58,16
5453,City,159,Trip Completed,15/07/2016 03:38,15/07/2016 04:28,3
5807,City,159,Trip Completed,15/07/2016 08:41,15/07/2016 09:11,8
6074,Airport,159,Trip Completed,15/07/2016 14:07,15/07/2016 14:56,14
6651,City,159,Trip Completed,15/07/2016 22:06,15/07/2016 22:46,22
223,Airport,160,Trip Completed,11/07/2016 06:13,11/07/2016 07:05,6
680,City,160,Trip Completed,11/07/2016 13:30,11/07/2016 14:38,13
887,Airport,160,Trip Completed,11/07/2016 18:10,11/07/2016 18:47,18
1689,Airport,160,Trip Completed,12/07/2016 07:51,12/07/2016 08:32,7
1939,City,160,Trip Completed,12/07/2016 11:18,12/07/2016 11:54,11
2182,City,160,Trip Completed,12/07/2016 17:42,12/07/2016 18:30,17
3223,Airport,160,Trip Completed,13/07/2016 09:48,13/07/2016 10:31,9
3819,Airport,160,Trip Completed,13/07/2016 21:08,13/07/2016 21:48,21
4823,Airport,160,Trip Completed,14/07/2016 17:22,14/07/2016 18:38,17
5431,Airport,160,Trip Completed,15/07/2016 02:38,15/07/2016 03:23,2
6353,Airport,160,Trip Completed,15/07/2016 18:57,15/07/2016 19:27,18
163,City,161,Trip Completed,11/07/2016 05:35,11/07/2016 06:49,5
706,Airport,161,Trip Completed,11/07/2016 14:12,11/07/2016 15:27,14
1214,Airport,161,Trip Completed,11/07/2016 21:30,11/07/2016 21:57,21
1399,City,161,Trip Completed,12/07/2016 02:35,12/07/2016 03:42,2
1574,Airport,161,Trip Completed,12/07/2016 06:26,12/07/2016 07:15,6
1870,City,161,Trip Completed,12/07/2016 10:01,12/07/2016 10:42,10
2267,Airport,161,Trip Completed,12/07/2016 18:33,12/07/2016 19:36,18
2658,Airport,161,Trip Completed,12/07/2016 23:18,13/07/2016 00:03,23
3048,Airport,161,Trip Completed,13/07/2016 07:41,13/07/2016 08:14,7
3301,Airport,161,Trip Completed,13/07/2016 11:41,13/07/2016 12:28,11
3477,City,161,Trip Completed,13/07/2016 17:18,13/07/2016 18:09,17
4371,City,161,Trip Completed,14/07/2016 07:34,14/07/2016 08:24,7
445,City,162,Trip Completed,11/07/2016 09:06,11/07/2016 10:05,9
1100,Airport,162,Trip Completed,11/07/2016 20:10,11/07/2016 20:52,20
1961,City,162,Trip Completed,12/07/2016 11:53,12/07/2016 12:27,11
3215,Airport,162,Trip Completed,13/07/2016 09:49,13/07/2016 10:57,9
3997,Airport,162,Trip Completed,13/07/2016 23:36,14/07/2016 00:22,23
4385,City,162,Trip Completed,14/07/2016 07:51,14/07/2016 08:24,7
4736,City,162,Trip Completed,14/07/2016 14:31,14/07/2016 15:50,14
5291,Airport,162,Trip Completed,14/07/2016 21:48,14/07/2016 22:45,21
5350,City,162,Trip Completed,14/07/2016 22:52,14/07/2016 23:42,22
5768,City,162,Trip Completed,15/07/2016 08:27,15/07/2016 09:30,8
675,City,163,Trip Completed,11/07/2016 13:24,11/07/2016 13:55,13
1996,Airport,163,Trip Completed,12/07/2016 12:57,12/07/2016 14:06,12
2510,City,163,Trip Completed,12/07/2016 21:01,12/07/2016 21:50,21
3969,Airport,163,Trip Completed,13/07/2016 22:58,13/07/2016 23:58,22
4397,City,163,Trip Completed,14/07/2016 07:56,14/07/2016 08:57,7
5326,City,163,Trip Completed,14/07/2016 22:09,14/07/2016 23:13,22
5987,City,163,Trip Completed,15/07/2016 11:42,15/07/2016 12:49,11
6152,Airport,163,Trip Completed,15/07/2016 16:15,15/07/2016 17:16,16
6317,City,163,Trip Completed,15/07/2016 18:35,15/07/2016 19:05,18
602,City,164,Trip Completed,11/07/2016 11:38,11/07/2016 12:57,11
981,City,164,Trip Completed,11/07/2016 19:01,11/07/2016 19:39,19
1317,Airport,164,Trip Completed,11/07/2016 22:57,11/07/2016 23:52,22
2112,Airport,164,Trip Completed,12/07/2016 16:32,12/07/2016 17:03,16
